model,proj,T,d_in,d_out,fp16_us,fp16_roof_us,fp16_efficiency,fp16_bound,cuda_us,cuda_quant_roof_us,cuda_gemm_roof_us,cuda_roof_us,cuda_efficiency,cuda_gemm_bound,cuda_vs_fp16_actual,cuda_vs_fp16_roofline
Qwen3-14B,down_proj,1,17408,5120,193.290234,208.103380,1.076637,mem,87.073278,,55.316078,55.316078,0.635282,fused-mem,0.450479,0.265811
Qwen3-14B,down_proj,8,17408,5120,223.560963,208.471485,0.932504,mem,102.533121,0.411447,55.440373,55.851821,0.544720,mem,0.458636,0.267911
Qwen3-14B,down_proj,32,17408,5120,225.792017,209.733557,0.928879,mem,124.968958,1.645789,55.971018,57.616807,0.461049,mem,0.553469,0.274714
Qwen3-14B,down_proj,128,17408,5120,244.582405,214.781849,0.878157,mem,195.819511,6.583156,58.093595,64.676751,0.330288,mem,0.800628,0.301128
Qwen3-14B,down_proj,512,17408,5120,596.132784,649.964785,1.090302,compute,660.952606,26.332624,162.540391,188.873015,0.285759,compute,1.108734,0.290590
Qwen3-14B,down_proj,1024,17408,5120,1213.713999,1299.929569,1.071035,compute,1228.736343,52.665247,325.080782,377.746030,0.307426,compute,1.012377,0.290590
Qwen3-14B,down_proj,2048,17408,5120,2391.531563,2599.859138,1.087111,compute,2427.791290,105.330495,650.161565,755.492060,0.311185,compute,1.015162,0.290590
Qwen2.5-32B,q_proj,1,5120,5120,61.256313,61.215313,0.999331,mem,27.134399,,16.277871,16.277871,0.599898,fused-mem,0.442965,0.265912
Qwen2.5-32B,q_proj,8,5120,5120,65.841923,61.382633,0.932273,mem,36.300800,0.121027,16.373483,16.494510,0.454384,mem,0.551333,0.268716
Qwen2.5-32B,q_proj,32,5120,5120,66.321917,61.956303,0.934175,mem,41.255999,0.484108,16.732026,17.216134,0.417300,mem,0.622057,0.277875
Qwen2.5-32B,q_proj,128,5120,5120,70.672960,64.250980,0.909131,mem,65.925121,1.936433,18.166200,20.102633,0.304931,mem,0.932820,0.312877
Qwen2.5-32B,q_proj,512,5120,5120,176.314869,191.166113,1.084231,compute,170.475521,7.745733,47.805997,55.551730,0.325863,compute,0.966881,0.290594
Qwen2.5-32B,q_proj,1024,5120,5120,335.863056,382.332226,1.138357,compute,308.797436,15.491466,95.611995,111.103461,0.359794,compute,0.919415,0.290594
Qwen2.5-32B,q_proj,2048,5120,5120,668.928013,764.664452,1.143119,compute,672.284470,30.982932,191.223990,222.206921,0.330525,compute,1.005018,0.290594
Qwen2.5-32B,kv_proj,1,5120,2048,26.009598,24.493296,0.941702,mem,17.684480,,6.518319,6.518319,0.368590,fused-mem,0.679921,0.266127
Qwen2.5-32B,kv_proj,8,5120,2048,26.644478,24.610420,0.923659,mem,34.826241,0.121027,6.563735,6.684762,0.191946,mem,1.307072,0.271623
Qwen2.5-32B,kv_proj,32,5120,2048,26.890240,25.011989,0.930151,mem,35.051520,0.484108,6.750177,7.234286,0.206390,mem,1.303503,0.289233
Qwen2.5-32B,kv_proj,128,5120,2048,30.525122,26.618263,0.872012,mem,42.680321,1.936433,7.495948,9.432381,0.221001,mem,1.398203,0.354357
Qwen2.5-32B,kv_proj,512,5120,2048,64.316807,76.466445,1.188903,compute,74.393601,7.745733,19.122399,26.868132,0.361162,compute,1.156674,0.351372
Qwen2.5-32B,kv_proj,1024,5120,2048,136.096315,152.932890,1.123711,compute,139.192324,15.491466,38.244798,53.736264,0.386058,compute,1.022749,0.351372
Qwen2.5-32B,kv_proj,2048,5120,2048,261.457262,305.865781,1.169850,compute,270.141449,30.982932,76.489596,107.472528,0.397838,compute,1.033215,0.351372
Qwen2.5-32B,o_proj,1,5120,5120,61.255674,61.215313,0.999341,mem,27.146239,,16.277871,16.277871,0.599636,fused-mem,0.443163,0.265912
Qwen2.5-32B,o_proj,8,5120,5120,65.759678,61.382633,0.933439,mem,36.246719,0.121027,16.373483,16.494510,0.455062,mem,0.551200,0.268716
Qwen2.5-32B,o_proj,32,5120,5120,66.387196,61.956303,0.933257,mem,41.249599,0.484108,16.732026,17.216134,0.417365,mem,0.621349,0.277875
Qwen2.5-32B,o_proj,128,5120,5120,70.622082,64.250980,0.909786,mem,66.007042,1.936433,18.166200,20.102633,0.304553,mem,0.934652,0.312877
Qwen2.5-32B,o_proj,512,5120,5120,176.967678,191.166113,1.080232,compute,169.943047,7.745733,47.805997,55.551730,0.326884,compute,0.960306,0.290594
Qwen2.5-32B,o_proj,1024,5120,5120,333.694077,382.332226,1.145757,compute,308.131847,15.491466,95.611995,111.103461,0.360571,compute,0.923396,0.290594
Qwen2.5-32B,o_proj,2048,5120,5120,669.030399,764.664452,1.142944,compute,671.754227,30.982932,191.223990,222.206921,0.330786,compute,1.004071,0.290594
Qwen2.5-32B,gate_up_proj,1,5120,55296,596.857309,661.008254,1.107481,mem,301.127682,,175.683884,175.683884,0.583420,fused-mem,0.504522,0.265782
Qwen2.5-32B,gate_up_proj,8,5120,55296,654.787817,661.995444,1.011008,mem,337.694702,0.121027,176.599365,176.720392,0.523314,mem,0.515731,0.266951
Qwen2.5-32B,gate_up_proj,32,5120,55296,667.678690,665.380093,0.996557,mem,355.299187,0.484108,179.768889,180.252997,0.507327,mem,0.532141,0.270902
Qwen2.5-32B,gate_up_proj,128,5120,55296,676.085749,678.918693,1.004190,mem,657.111053,1.936433,192.446984,194.383417,0.295815,mem,0.971934,0.286313
Qwen2.5-32B,gate_up_proj,512,5120,55296,1873.756208,2064.594021,1.101848,compute,2588.016663,7.745733,516.304772,524.050505,0.202491,compute,1.381192,0.253827
Qwen2.5-32B,gate_up_proj,1024,5120,55296,3600.309772,4129.188043,1.146898,compute,5104.721985,15.491466,1032.609544,1048.101010,0.205320,compute,1.417856,0.253827
Qwen2.5-32B,gate_up_proj,2048,5120,55296,7296.563301,8258.376085,1.131817,compute,10196.601562,30.982932,2065.219088,2096.202020,0.205578,compute,1.397453,0.253827
Qwen2.5-32B,down_proj,1,27648,5120,302.960653,330.510103,1.090934,mem,366.448631,,87.847918,87.847918,0.239728,fused-mem,1.209558,0.265795
Qwen2.5-32B,down_proj,8,27648,5120,323.980150,331.045528,1.021808,mem,268.197117,0.653464,87.996116,88.649580,0.330539,mem,0.827820,0.267787
Qwen2.5-32B,down_proj,32,27648,5120,326.123514,332.881270,1.020721,mem,319.773769,2.613856,88.670177,91.284034,0.285464,mem,0.980530,0.274224
Qwen2.5-32B,down_proj,128,27648,5120,380.835838,340.224239,0.893362,mem,381.368332,10.455425,91.366424,101.821849,0.266991,mem,1.001398,0.299279
Qwen2.5-32B,down_proj,512,27648,5120,946.401262,1032.297011,1.090760,compute,1067.599335,41.821699,258.152386,299.974085,0.280980,compute,1.128062,0.290589
Qwen2.5-32B,down_proj,1024,27648,5120,1876.665964,2064.594021,1.100139,compute,1829.253082,83.643399,516.304772,599.948171,0.327974,compute,0.974736,0.290589
Qwen2.5-32B,down_proj,2048,27648,5120,3787.507296,4129.188043,1.090213,compute,3615.129700,167.286797,1032.609544,1199.896341,0.331910,compute,0.954488,0.290589
LLaMA3-70B,q_proj,1,8192,8192,146.829443,156.688254,1.067145,mem,67.983999,,41.648403,41.648403,0.612621,fused-mem,0.463013,0.265804
LLaMA3-70B,q_proj,8,8192,8192,172.738562,156.955966,0.908633,mem,69.548802,0.193632,41.801382,41.995014,0.603821,mem,0.402625,0.267559
LLaMA3-70B,q_proj,32,8192,8192,173.467522,157.873838,0.910106,mem,75.622082,0.774528,42.375051,43.149580,0.570595,mem,0.435944,0.273317
LLaMA3-70B,q_proj,128,8192,8192,192.153606,161.545322,0.840709,mem,114.986238,3.098114,44.669729,47.767843,0.415422,mem,0.598408,0.295693
LLaMA3-70B,q_proj,512,8192,8192,414.320650,489.385250,1.181175,compute,386.406403,12.392456,122.383353,134.775809,0.348793,compute,0.932626,0.275398
LLaMA3-70B,q_proj,1024,8192,8192,879.441576,978.770499,1.112945,compute,767.763519,24.784911,244.766707,269.551618,0.351087,compute,0.873013,0.275398
LLaMA3-70B,q_proj,2048,8192,8192,1763.695288,1957.540998,1.109909,compute,1556.121674,49.569823,489.533413,539.103236,0.346440,compute,0.882308,0.275398
LLaMA3-70B,kv_proj,1,8192,2048,39.308805,39.186405,0.996886,mem,26.368001,,10.426443,10.426443,0.395420,fused-mem,0.670791,0.266073
LLaMA3-70B,kv_proj,8,8192,2048,40.511999,39.353725,0.971409,mem,35.000319,0.193632,10.479029,10.672661,0.304930,mem,0.863949,0.271198
LLaMA3-70B,kv_proj,32,8192,2048,40.816641,39.927395,0.978214,mem,50.246081,0.774528,10.708497,11.483025,0.228536,mem,1.231020,0.287598
LLaMA3-70B,kv_proj,128,8192,2048,46.836481,42.222073,0.901478,mem,56.136961,3.098114,11.626368,14.724482,0.262296,mem,1.198573,0.348739
LLaMA3-70B,kv_proj,512,8192,2048,102.104321,122.346312,1.198248,compute,106.321917,12.392456,30.595838,42.988294,0.404322,compute,1.041307,0.351366
LLaMA3-70B,kv_proj,1024,8192,2048,193.826237,244.692625,1.262433,compute,246.445122,24.784911,61.191677,85.976588,0.348867,compute,1.271475,0.351366
LLaMA3-70B,kv_proj,2048,8192,2048,405.174704,489.385250,1.207838,compute,497.653427,49.569823,122.383353,171.953176,0.345528,compute,1.228244,0.351366
LLaMA3-70B,o_proj,1,8192,8192,146.832962,156.688254,1.067119,mem,67.962561,,41.648403,41.648403,0.612814,fused-mem,0.462856,0.265804
LLaMA3-70B,o_proj,8,8192,8192,172.492809,156.955966,0.909928,mem,69.437442,0.193632,41.801382,41.995014,0.604789,mem,0.402553,0.267559
LLaMA3-70B,o_proj,32,8192,8192,173.762550,157.873838,0.908561,mem,75.506878,0.774528,42.375051,43.149580,0.571466,mem,0.434541,0.273317
LLaMA3-70B,o_proj,128,8192,8192,192.163839,161.545322,0.840665,mem,115.056000,3.098114,44.669729,47.767843,0.415170,mem,0.598739,0.295693
LLaMA3-70B,o_proj,512,8192,8192,409.525442,489.385250,1.195006,compute,386.488304,12.392456,122.383353,134.775809,0.348719,compute,0.943747,0.275398
LLaMA3-70B,o_proj,1024,8192,8192,867.197800,978.770499,1.128659,compute,767.262726,24.784911,244.766707,269.551618,0.351316,compute,0.884761,0.275398
LLaMA3-70B,o_proj,2048,8192,8192,1791.447096,1957.540998,1.092715,compute,1555.200043,49.569823,489.533413,539.103236,0.346646,compute,0.868125,0.275398
LLaMA3-70B,gate_up_proj,1,8192,57344,986.099834,1096.703044,1.112162,mem,490.619202,,291.424090,291.424090,0.593992,fused-mem,0.497535,0.265727
LLaMA3-70B,gate_up_proj,8,8192,57344,1086.343660,1097.773894,1.010522,mem,699.647980,0.193632,292.380205,292.573838,0.418173,mem,0.644039,0.266516
LLaMA3-70B,gate_up_proj,32,8192,57344,1098.872337,1101.445378,1.002342,mem,584.806404,0.774528,295.707488,296.482017,0.506975,mem,0.532188,0.269175
LLaMA3-70B,gate_up_proj,128,8192,57344,1142.854710,1116.131317,0.976617,mem,1120.310364,3.098114,309.016620,312.114734,0.278597,mem,0.980274,0.279640
LLaMA3-70B,gate_up_proj,512,8192,57344,3102.975893,3425.696747,1.104004,compute,4366.673889,12.392456,856.683473,869.075929,0.199025,compute,1.407254,0.253693
LLaMA3-70B,gate_up_proj,1024,8192,57344,6137.685356,6851.393493,1.116283,compute,8711.772461,24.784911,1713.366947,1738.151858,0.199518,compute,1.419391,0.253693
LLaMA3-70B,gate_up_proj,2048,8192,57344,12130.765266,13702.786986,1.129590,compute,17305.671387,49.569823,3426.733894,3476.303716,0.200877,compute,1.426594,0.253693
LLaMA3-70B,down_proj,1,28672,8192,498.137932,548.361083,1.100822,mem,432.044792,,145.721606,145.721606,0.337284,fused-mem,0.867320,0.265740
LLaMA3-70B,down_proj,8,28672,8192,527.666559,548.963436,1.040360,mem,428.871689,0.677666,145.922390,146.600056,0.341827,mem,0.812770,0.267049
LLaMA3-70B,down_proj,32,28672,8192,529.367046,551.028646,1.040920,mem,448.245773,2.710663,146.782894,149.493557,0.333508,mem,0.846758,0.271299
LLaMA3-70B,down_proj,128,28672,8192,608.304653,559.289486,0.919423,mem,535.052490,10.842652,150.224911,161.067563,0.301031,mem,0.879580,0.287986
LLaMA3-70B,down_proj,512,28672,8192,1604.313211,1712.848373,1.067652,compute,1574.113312,43.370607,428.341737,471.712344,0.299669,compute,0.981176,0.275396
LLaMA3-70B,down_proj,1024,28672,8192,3240.488911,3425.696747,1.057154,compute,2997.247925,86.741214,856.683473,943.424687,0.314764,compute,0.924937,0.275396
LLaMA3-70B,down_proj,2048,28672,8192,6340.036755,6851.393493,1.080655,compute,5897.726440,173.482428,1713.366947,1886.849374,0.319928,compute,0.930235,0.275396
